geo_code,geo_label,geo_labelw,label,name,HubName,HubDist
E07000132,Hinckley and Bosworth,,E92000001E07000132,Hinckley and Bosworth,"88489",6.31025867034859
E07000121,Lancaster,,E92000001E07000121,Lancaster,"107308",1.50439960088371
E06000024,North Somerset,,E92000001E06000024,North Somerset,"78487",5.8032914208651
E07000190,Taunton Deane,,E92000001E07000190,Taunton Deane,"83824",49.9005831417186
E07000189,South Somerset,,E92000001E07000189,South Somerset,"86882",31.0085552651179
E07000075,Rochford,,E92000001E07000075,Rochford,"156696",39.2422972317511
E06000045,Southampton,,E92000001E06000045,Southampton,"86387",79.2985519121667
W06000010,Carmarthenshire,Sir Gaerfyrddin,W92000004W06000010,Carmarthenshire,"40482",9.66928298395276
E07000052,West Dorset,,E92000001E07000052,West Dorset,"86167",49.3900180633246
E09000006,Bromley,,E92000001E09000006,Bromley,"156696",79.0046416405634
95XX,North Down,,N9200000295XX,North Down,"109851",85.7808284507275
E06000020,Telford and Wrekin,,E92000001E06000020,Telford and Wrekin,"59555",2.35656314453879
E07000196,South Staffordshire,,E92000001E07000196,South Staffordshire,"149730",3.78931631778619
E07000115,Tonbridge and Malling,,E92000001E07000115,Tonbridge and Malling,"156696",56.439828066164
95MM,Derry,,N9200000295MM,Derry,"146785",109.711165058595
E07000033,Bolsover,,E92000001E07000033,Bolsover,"51552",1.87498562496292
E07000222,Warwick,,E92000001E07000222,Warwick,"90213",14.3431726624415
E07000035,Derbyshire Dales,,E92000001E07000035,Derbyshire Dales,"161499",12.1590757613557
S12000030,Stirling,,S92000003S12000030,Stirling,"151557",26.9823167211856
E07000198,Staffordshire Moorlands,,E92000001E07000198,Staffordshire Moorlands,"169637",2.3736896725602
E08000008,Tameside,,E92000001E08000008,Tameside,"155736",0.283669708782721
E07000041,Exeter,,E92000001E07000041,Exeter,"129499",46.7619824969005
95QQ,Larne,,N9200000295QQ,Larne,"142525",58.2968929724225
E07000047,West Devon,,E92000001E07000047,West Devon,"129499",39.6141563561819
W06000012,Neath Port Talbot,Castell-nedd Port Talbot,W92000004W06000012,Neath Port Talbot,"137025",0.0636912631507836
